Division,ContractNo,ContractName,Customer,Sales_Rep,Product,Price
APAC,CN-2219,API Call Bundle Add-on,Gamma Sys,Madhu,API Call Bundle,$36.76
EMEA,CN-3911,Support Tier 1 Basic,Delta S.A.,Abi,Support Tier 1,$27.43
APAC,CN-8284,Support Tier 1 Basic,Beta Ltd,Vashon,Support Tier 1,$59.18
APAC,CN-7404,50GB Plan Standard,Alpha Corp,Shiva,50GB Plan,$26.44
APAC,CN-2974,50GB Plan Entry-Level,Beta Ltd,Shiva,50GB Plan,$28.35
North America,CN-1761,SaaS Basic Monthly,Beta Ltd,Arthur,SaaS Basic,$22.13
LATAM,CN-1564,API Call Bundle Basic,Gamma Sys,Daniel,API Call Bundle,$65.79
LATAM,CN-3783,SaaS Basic Standard,Zeta Group,Steve,SaaS Basic,$23.42
EMEA,CN-9192,50GB Plan Monthly,Epsilon Inc,Vashon,50GB Plan,$24.60
LATAM,CN-2728,Firewall Lite Monthly,Gamma Sys,Heath,Firewall Lite,$28.91
North America,CN-6727,Support Tier 1 Add-on,Gamma Sys,Abi,Support Tier 1,$70.80
APAC,CN-4725,Support Tier 1 Monthly,Delta S.A.,Daniel,Support Tier 1,$8.22
North America,CN-5085,SaaS Basic Entry-Level,Beta Ltd,Vashon,SaaS Basic,$95.93
APAC,CN-4233,SaaS Basic Monthly,Gamma Sys,Abi,SaaS Basic,$33.92
APAC,CN-3339,50GB Plan Entry-Level,Alpha Corp,Arthur,50GB Plan,$28.52
EMEA,CN-8362,API Call Bundle Standard,Alpha Corp,Connor,API Call Bundle,$70.74
Public Sector,CN-6692,SaaS Basic Entry-Level,Delta S.A.,Arthur,SaaS Basic,$24.97
LATAM,CN-6679,Firewall Lite Monthly,Gamma Sys,Abi,Firewall Lite,$41.79
North America,CN-4410,Firewall Lite Basic,Delta S.A.,Madhu,Firewall Lite,$68.87
Public Sector,CN-1934,Support Tier 1 Basic,Beta Ltd,Madhu,Support Tier 1,$78.23
LATAM,CN-2397,API Call Bundle Monthly,Epsilon Inc,Niket,API Call Bundle,$10.69
LATAM,CN-3797,API Call Bundle Entry-Level,Delta S.A.,Abi,API Call Bundle,$24.39
North America,CN-4109,50GB Plan Standard,Alpha Corp,Connor,50GB Plan,$10.11
Public Sector,CN-3387,API Call Bundle Add-on,Alpha Corp,Connor,API Call Bundle,$87.40
LATAM,CN-3682,API Call Bundle Basic,Delta S.A.,Vashon,API Call Bundle,$10.26
LATAM,CN-7617,50GB Plan Monthly,Beta Ltd,Abi,50GB Plan,$65.02
EMEA,CN-9724,50GB Plan Entry-Level,Epsilon Inc,Niket,50GB Plan,$84.01
APAC,CN-7998,Firewall Lite Add-on,Zeta Group,Madhu,Firewall Lite,$42.97
APAC,CN-2431,Firewall Lite Add-on,Zeta Group,Daniel,Firewall Lite,$22.23
APAC,CN-2753,Support Tier 1 Monthly,Alpha Corp,Vashon,Support Tier 1,$46.05
APAC,CN-4904,SaaS Basic Monthly,Alpha Corp,Vashon,SaaS Basic,$42.77
EMEA,CN-4404,Firewall Lite Entry-Level,Alpha Corp,Shiva,Firewall Lite,$14.65
EMEA,CN-8814,Firewall Lite Basic,Epsilon Inc,Shiva,Firewall Lite,$80.32
North America,CN-4030,Firewall Lite Standard,Epsilon Inc,Arthur,Firewall Lite,$95.80
North America,CN-7024,50GB Plan Entry-Level,Epsilon Inc,Arthur,50GB Plan,$47.97
LATAM,CN-4449,Support Tier 1 Standard,Alpha Corp,Heath,Support Tier 1,$21.42
APAC,CN-7021,Support Tier 1 Add-on,Epsilon Inc,Heath,Support Tier 1,$83.44
APAC,CN-5907,API Call Bundle Entry-Level,Gamma Sys,Steve,API Call Bundle,$86.20
APAC,CN-8094,API Call Bundle Standard,Alpha Corp,Shiva,API Call Bundle,$49.48
EMEA,CN-9623,Support Tier 1 Add-on,Delta S.A.,Steve,Support Tier 1,$11.35
EMEA,CN-3109,SaaS Basic Add-on,Alpha Corp,Vashon,SaaS Basic,$88.64
LATAM,CN-7509,API Call Bundle Add-on,Epsilon Inc,Steve,API Call Bundle,$79.59
EMEA,CN-7877,API Call Bundle Add-on,Delta S.A.,Rijo,API Call Bundle,$45.80
EMEA,CN-7909,SaaS Basic Add-on,Delta S.A.,Daniel,SaaS Basic,$39.10
North America,CN-5859,API Call Bundle Standard,Gamma Sys,Shiva,API Call Bundle,$29.15
EMEA,CN-3971,50GB Plan Add-on,Delta S.A.,Vashon,50GB Plan,$48.71
Public Sector,CN-1307,API Call Bundle Add-on,Delta S.A.,Steve,API Call Bundle,$60.87
LATAM,CN-9061,Support Tier 1 Monthly,Zeta Group,Madhu,Support Tier 1,$64.42
Public Sector,CN-1728,50GB Plan Basic,Delta S.A.,Steve,50GB Plan,$7.14
Public Sector,CN-9930,50GB Plan Monthly,Delta S.A.,Arthur,50GB Plan,$21.86
Public Sector,CN-4261,API Call Bundle Basic,Epsilon Inc,Vashon,API Call Bundle,$63.08
North America,CN-7928,Support Tier 1 Standard,Epsilon Inc,Steve,Support Tier 1,$45.87
LATAM,CN-3538,API Call Bundle Monthly,Gamma Sys,Daniel,API Call Bundle,$25.88
North America,CN-2761,SaaS Basic Standard,Epsilon Inc,Connor,SaaS Basic,$63.67
EMEA,CN-7823,50GB Plan Monthly,Alpha Corp,Heath,50GB Plan,$18.84
APAC,CN-1037,Support Tier 1 Entry-Level,Gamma Sys,Abi,Support Tier 1,$31.80
EMEA,CN-8092,Firewall Lite Entry-Level,Alpha Corp,Abi,Firewall Lite,$94.41
APAC,CN-1056,API Call Bundle Add-on,Gamma Sys,Connor,API Call Bundle,$81.15
Public Sector,CN-1229,API Call Bundle Entry-Level,Zeta Group,Niket,API Call Bundle,$92.67
North America,CN-9958,Firewall Lite Entry-Level,Epsilon Inc,Abi,Firewall Lite,$96.40
LATAM,CN-5738,50GB Plan Standard,Alpha Corp,Shiva,50GB Plan,$95.33
North America,CN-6623,Firewall Lite Add-on,Gamma Sys,Abi,Firewall Lite,$20.50
LATAM,CN-6268,API Call Bundle Entry-Level,Alpha Corp,Niket,API Call Bundle,$64.85
Public Sector,CN-2599,Support Tier 1 Standard,Delta S.A.,Heath,Support Tier 1,$77.94
North America,CN-1506,SaaS Basic Monthly,Gamma Sys,Arthur,SaaS Basic,$92.23
North America,CN-2189,API Call Bundle Entry-Level,Alpha Corp,Shiva,API Call Bundle,$69.13
APAC,CN-8996,SaaS Basic Monthly,Gamma Sys,Steve,SaaS Basic,$44.87
APAC,CN-3645,Firewall Lite Monthly,Zeta Group,Shiva,Firewall Lite,$50.87
LATAM,CN-2108,Firewall Lite Add-on,Delta S.A.,Daniel,Firewall Lite,$97.40
LATAM,CN-2710,Support Tier 1 Add-on,Delta S.A.,Heath,Support Tier 1,$42.24
EMEA,CN-8527,Support Tier 1 Entry-Level,Alpha Corp,Shiva,Support Tier 1,$27.45
APAC,CN-8579,50GB Plan Monthly,Gamma Sys,Heath,50GB Plan,$59.68
LATAM,CN-4743,API Call Bundle Add-on,Zeta Group,Abi,API Call Bundle,$6.67
EMEA,CN-8895,Firewall Lite Monthly,Alpha Corp,Daniel,Firewall Lite,$90.85
North America,CN-5852,SaaS Basic Monthly,Zeta Group,Arthur,SaaS Basic,$13.03
North America,CN-1782,Support Tier 1 Standard,Epsilon Inc,Niket,Support Tier 1,$83.09
APAC,CN-1520,50GB Plan Basic,Gamma Sys,Parker,50GB Plan,$19.47
LATAM,CN-5906,Firewall Lite Basic,Zeta Group,Steve,Firewall Lite,$61.03
LATAM,CN-5830,Firewall Lite Entry-Level,Alpha Corp,Parker,Firewall Lite,$51.98
LATAM,CN-5300,Firewall Lite Standard,Delta S.A.,Abi,Firewall Lite,$49.24
North America,CN-2927,SaaS Basic Add-on,Delta S.A.,Heath,SaaS Basic,$46.78
North America,CN-3953,API Call Bundle Add-on,Alpha Corp,Niket,API Call Bundle,$55.35
LATAM,CN-8659,Support Tier 1 Basic,Epsilon Inc,Steve,Support Tier 1,$75.61
Public Sector,CN-9141,50GB Plan Basic,Epsilon Inc,Steve,50GB Plan,$53.58
North America,CN-7878,50GB Plan Entry-Level,Gamma Sys,Madhu,50GB Plan,$25.10
LATAM,CN-1018,Support Tier 1 Monthly,Epsilon Inc,Arthur,Support Tier 1,$37.90
EMEA,CN-2463,50GB Plan Standard,Epsilon Inc,Abi,50GB Plan,$6.42
North America,CN-6363,SaaS Basic Add-on,Alpha Corp,Rijo,SaaS Basic,$6.48
LATAM,CN-1276,SaaS Basic Monthly,Gamma Sys,Abi,SaaS Basic,$53.98
EMEA,CN-3418,API Call Bundle Add-on,Delta S.A.,Abi,API Call Bundle,$91.78
APAC,CN-7355,API Call Bundle Add-on,Alpha Corp,Madhu,API Call Bundle,$9.54
APAC,CN-3902,API Call Bundle Monthly,Delta S.A.,Heath,API Call Bundle,$36.33
EMEA,CN-6663,SaaS Basic Monthly,Zeta Group,Shiva,SaaS Basic,$16.13
North America,CN-8109,SaaS Basic Entry-Level,Beta Ltd,Daniel,SaaS Basic,$8.27
North America,CN-8794,50GB Plan Monthly,Gamma Sys,Abi,50GB Plan,$13.42
North America,CN-8139,50GB Plan Standard,Beta Ltd,Niket,50GB Plan,$14.57
LATAM,CN-6912,Firewall Lite Add-on,Epsilon Inc,Heath,Firewall Lite,$53.32
Public Sector,CN-3908,50GB Plan Add-on,Delta S.A.,Rijo,50GB Plan,$64.82
APAC,CN-9973,Support Tier 1 Basic,Alpha Corp,Niket,Support Tier 1,$44.36
LATAM,CN-2093,Support Tier 1 Standard,Epsilon Inc,Abi,Support Tier 1,$65.94
Public Sector,CN-2198,Firewall Lite Standard,Alpha Corp,Parker,Firewall Lite,$32.33
APAC,CN-1405,SaaS Basic Basic,Gamma Sys,Abi,SaaS Basic,$17.79
North America,CN-7190,API Call Bundle Basic,Beta Ltd,Vashon,API Call Bundle,$67.81
APAC,CN-5432,Firewall Lite Standard,Alpha Corp,Madhu,Firewall Lite,$47.68
LATAM,CN-1306,API Call Bundle Entry-Level,Delta S.A.,Connor,API Call Bundle,$81.10
North America,CN-6943,Support Tier 1 Entry-Level,Epsilon Inc,Abi,Support Tier 1,$21.83
North America,CN-7987,API Call Bundle Basic,Delta S.A.,Niket,API Call Bundle,$48.05
EMEA,CN-2129,Firewall Lite Standard,Gamma Sys,Abi,Firewall Lite,$8.29
North America,CN-6685,API Call Bundle Monthly,Delta S.A.,Rijo,API Call Bundle,$41.29
EMEA,CN-6214,SaaS Basic Standard,Delta S.A.,Daniel,SaaS Basic,$97.36
EMEA,CN-9115,SaaS Basic Monthly,Gamma Sys,Arthur,SaaS Basic,$43.94
Public Sector,CN-5113,API Call Bundle Add-on,Gamma Sys,Connor,API Call Bundle,$63.40
EMEA,CN-9345,Support Tier 1 Entry-Level,Zeta Group,Daniel,Support Tier 1,$96.12
LATAM,CN-6789,50GB Plan Monthly,Alpha Corp,Shiva,50GB Plan,$33.62
North America,CN-7604,SaaS Basic Standard,Alpha Corp,Heath,SaaS Basic,$61.72
EMEA,CN-2312,50GB Plan Add-on,Beta Ltd,Rijo,50GB Plan,$77.68
APAC,CN-8136,SaaS Basic Standard,Beta Ltd,Niket,SaaS Basic,$66.28
Public Sector,CN-5784,Support Tier 1 Entry-Level,Zeta Group,Shiva,Support Tier 1,$29.81
APAC,CN-5281,Support Tier 1 Entry-Level,Delta S.A.,Madhu,Support Tier 1,$32.98
Public Sector,CN-9800,SaaS Basic Basic,Zeta Group,Daniel,SaaS Basic,$85.90
APAC,CN-7518,Support Tier 1 Standard,Beta Ltd,Steve,Support Tier 1,$81.02
North America,CN-7198,SaaS Basic Standard,Alpha Corp,Madhu,SaaS Basic,$88.29
Public Sector,CN-5577,50GB Plan Basic,Beta Ltd,Parker,50GB Plan,$8.74
North America,CN-9389,Firewall Lite Add-on,Zeta Group,Madhu,Firewall Lite,$74.67
North America,CN-6774,Support Tier 1 Entry-Level,Gamma Sys,Connor,Support Tier 1,$90.00
North America,CN-7473,Support Tier 1 Monthly,Alpha Corp,Heath,Support Tier 1,$74.73
Public Sector,CN-2677,Firewall Lite Add-on,Alpha Corp,Connor,Firewall Lite,$73.11
North America,CN-9547,Support Tier 1 Add-on,Gamma Sys,Madhu,Support Tier 1,$61.63
LATAM,CN-8717,50GB Plan Standard,Zeta Group,Steve,50GB Plan,$81.35
Public Sector,CN-5227,API Call Bundle Basic,Zeta Group,Steve,API Call Bundle,$45.70
North America,CN-1992,SaaS Basic Entry-Level,Zeta Group,Niket,SaaS Basic,$17.61
Public Sector,CN-9102,SaaS Basic Entry-Level,Zeta Group,Arthur,SaaS Basic,$88.48
LATAM,CN-7985,50GB Plan Monthly,Epsilon Inc,Steve,50GB Plan,$25.46
APAC,CN-4587,Firewall Lite Add-on,Alpha Corp,Madhu,Firewall Lite,$95.49
Public Sector,CN-3989,50GB Plan Basic,Alpha Corp,Abi,50GB Plan,$92.19
LATAM,CN-7290,SaaS Basic Basic,Delta S.A.,Niket,SaaS Basic,$35.11
Public Sector,CN-6232,50GB Plan Monthly,Gamma Sys,Heath,50GB Plan,$22.39
EMEA,CN-5054,50GB Plan Standard,Delta S.A.,Steve,50GB Plan,$72.91
APAC,CN-4704,Firewall Lite Basic,Delta S.A.,Heath,Firewall Lite,$82.94
EMEA,CN-2260,SaaS Basic Standard,Zeta Group,Arthur,SaaS Basic,$89.96
APAC,CN-4100,50GB Plan Monthly,Delta S.A.,Shiva,50GB Plan,$55.57
Public Sector,CN-9534,Support Tier 1 Standard,Gamma Sys,Parker,Support Tier 1,$31.71
APAC,CN-4988,Support Tier 1 Monthly,Alpha Corp,Parker,Support Tier 1,$23.08
North America,CN-5741,API Call Bundle Entry-Level,Gamma Sys,Vashon,API Call Bundle,$19.65
North America,CN-7245,50GB Plan Basic,Zeta Group,Abi,50GB Plan,$39.40
EMEA,CN-3532,API Call Bundle Entry-Level,Gamma Sys,Daniel,API Call Bundle,$94.45
North America,CN-7133,Support Tier 1 Add-on,Alpha Corp,Rijo,Support Tier 1,$14.17
Public Sector,CN-7970,Support Tier 1 Add-on,Gamma Sys,Vashon,Support Tier 1,$5.45
EMEA,CN-8687,SaaS Basic Monthly,Epsilon Inc,Heath,SaaS Basic,$34.40
EMEA,CN-6393,Support Tier 1 Add-on,Alpha Corp,Parker,Support Tier 1,$54.42
APAC,CN-5417,SaaS Basic Standard,Zeta Group,Niket,SaaS Basic,$86.52
North America,CN-3709,50GB Plan Basic,Gamma Sys,Connor,50GB Plan,$81.07
APAC,CN-7566,Firewall Lite Add-on,Epsilon Inc,Daniel,Firewall Lite,$93.00
LATAM,CN-5173,API Call Bundle Basic,Gamma Sys,Parker,API Call Bundle,$11.63
APAC,CN-4232,Firewall Lite Entry-Level,Epsilon Inc,Madhu,Firewall Lite,$25.83
APAC,CN-2908,Support Tier 1 Add-on,Epsilon Inc,Shiva,Support Tier 1,$25.21
Public Sector,CN-1837,Support Tier 1 Standard,Zeta Group,Daniel,Support Tier 1,$69.08
LATAM,CN-1016,API Call Bundle Standard,Zeta Group,Daniel,API Call Bundle,$28.22
Public Sector,CN-9880,Firewall Lite Entry-Level,Gamma Sys,Madhu,Firewall Lite,$31.51
APAC,CN-5624,Firewall Lite Standard,Delta S.A.,Abi,Firewall Lite,$6.47
LATAM,CN-6719,API Call Bundle Monthly,Delta S.A.,Abi,API Call Bundle,$43.88
LATAM,CN-8296,50GB Plan Add-on,Gamma Sys,Shiva,50GB Plan,$75.19
EMEA,CN-6751,50GB Plan Basic,Epsilon Inc,Heath,50GB Plan,$65.57
EMEA,CN-4783,API Call Bundle Add-on,Alpha Corp,Niket,API Call Bundle,$37.46
North America,CN-6592,API Call Bundle Add-on,Gamma Sys,Daniel,API Call Bundle,$9.84
North America,CN-3496,Firewall Lite Entry-Level,Delta S.A.,Arthur,Firewall Lite,$50.09
EMEA,CN-1000,Firewall Lite Entry-Level,Epsilon Inc,Abi,Firewall Lite,$51.21
North America,CN-9101,Support Tier 1 Basic,Beta Ltd,Shiva,Support Tier 1,$5.33
North America,CN-1562,SaaS Basic Entry-Level,Beta Ltd,Arthur,SaaS Basic,$25.48
APAC,CN-7648,50GB Plan Add-on,Zeta Group,Rijo,50GB Plan,$51.75
APAC,CN-3324,SaaS Basic Standard,Delta S.A.,Connor,SaaS Basic,$25.35
APAC,CN-4510,Firewall Lite Entry-Level,Beta Ltd,Arthur,Firewall Lite,$69.63
APAC,CN-8133,50GB Plan Entry-Level,Gamma Sys,Connor,50GB Plan,$81.57
APAC,CN-9374,API Call Bundle Standard,Zeta Group,Vashon,API Call Bundle,$67.69
LATAM,CN-5092,Support Tier 1 Basic,Gamma Sys,Rijo,Support Tier 1,$6.71
North America,CN-5993,Support Tier 1 Basic,Alpha Corp,Steve,Support Tier 1,$8.41
LATAM,CN-1016,50GB Plan Entry-Level,Zeta Group,Abi,50GB Plan,$99.79
LATAM,CN-6743,Firewall Lite Basic,Gamma Sys,Parker,Firewall Lite,$10.55
LATAM,CN-8474,SaaS Basic Entry-Level,Epsilon Inc,Connor,SaaS Basic,$46.02
LATAM,CN-9313,API Call Bundle Monthly,Beta Ltd,Niket,API Call Bundle,$46.35
EMEA,CN-9355,SaaS Basic Entry-Level,Alpha Corp,Connor,SaaS Basic,$76.74
APAC,CN-2471,API Call Bundle Basic,Alpha Corp,Heath,API Call Bundle,$73.95
LATAM,CN-5963,Firewall Lite Add-on,Epsilon Inc,Daniel,Firewall Lite,$44.62
LATAM,CN-2750,50GB Plan Basic,Gamma Sys,Arthur,50GB Plan,$53.98
APAC,CN-6658,SaaS Basic Standard,Alpha Corp,Connor,SaaS Basic,$38.20
LATAM,CN-9084,50GB Plan Monthly,Gamma Sys,Arthur,50GB Plan,$17.70
APAC,CN-5909,SaaS Basic Entry-Level,Delta S.A.,Steve,SaaS Basic,$65.47
APAC,CN-8143,Support Tier 1 Monthly,Alpha Corp,Connor,Support Tier 1,$52.29
LATAM,CN-3126,Support Tier 1 Add-on,Delta S.A.,Heath,Support Tier 1,$73.06
LATAM,CN-7373,SaaS Basic Add-on,Gamma Sys,Rijo,SaaS Basic,$35.20
APAC,CN-8573,50GB Plan Add-on,Beta Ltd,Niket,50GB Plan,$6.08
Public Sector,CN-3060,50GB Plan Standard,Beta Ltd,Vashon,50GB Plan,$73.75
APAC,CN-7552,Support Tier 1 Standard,Alpha Corp,Arthur,Support Tier 1,$60.60
EMEA,CN-8561,Firewall Lite Add-on,Delta S.A.,Abi,Firewall Lite,$98.56
EMEA,CN-7550,SaaS Basic Add-on,Epsilon Inc,Shiva,SaaS Basic,$31.48
LATAM,CN-6098,Support Tier 1 Basic,Epsilon Inc,Daniel,Support Tier 1,$15.09
Public Sector,CN-1415,Support Tier 1 Basic,Beta Ltd,Steve,Support Tier 1,$13.09
North America,CN-8590,Support Tier 1 Add-on,Zeta Group,Parker,Support Tier 1,$24.73
Public Sector,CN-9864,Support Tier 1 Basic,Zeta Group,Niket,Support Tier 1,$62.79
North America,CN-2646,API Call Bundle Standard,Beta Ltd,Vashon,API Call Bundle,$79.06
Public Sector,CN-1544,50GB Plan Monthly,Alpha Corp,Arthur,50GB Plan,$17.13
APAC,CN-8742,API Call Bundle Entry-Level,Gamma Sys,Madhu,API Call Bundle,$63.16
North America,CN-5394,50GB Plan Basic,Gamma Sys,Daniel,50GB Plan,$81.50
North America,CN-8948,SaaS Basic Basic,Gamma Sys,Abi,SaaS Basic,$68.42
EMEA,CN-3273,50GB Plan Monthly,Beta Ltd,Abi,50GB Plan,$99.11
EMEA,CN-4055,API Call Bundle Basic,Gamma Sys,Shiva,API Call Bundle,$76.08
EMEA,CN-7059,50GB Plan Monthly,Alpha Corp,Arthur,50GB Plan,$66.51
APAC,CN-5624,Support Tier 1 Standard,Beta Ltd,Heath,Support Tier 1,$13.21
North America,CN-1653,SaaS Basic Basic,Zeta Group,Heath,SaaS Basic,$11.11
Public Sector,CN-2474,API Call Bundle Monthly,Epsilon Inc,Parker,API Call Bundle,$66.36
Public Sector,CN-3771,Support Tier 1 Add-on,Gamma Sys,Rijo,Support Tier 1,$25.16
LATAM,CN-4283,50GB Plan Basic,Beta Ltd,Parker,50GB Plan,$93.66
EMEA,CN-3890,Support Tier 1 Standard,Alpha Corp,Heath,Support Tier 1,$43.68
APAC,CN-6323,50GB Plan Monthly,Zeta Group,Daniel,50GB Plan,$38.27
Public Sector,CN-1688,Support Tier 1 Add-on,Alpha Corp,Shiva,Support Tier 1,$11.02
North America,CN-9272,SaaS Basic Basic,Alpha Corp,Niket,SaaS Basic,$10.45
Public Sector,CN-8175,SaaS Basic Add-on,Beta Ltd,Niket,SaaS Basic,$65.08
Public Sector,CN-9795,50GB Plan Standard,Delta S.A.,Steve,50GB Plan,$25.55
Public Sector,CN-8054,Support Tier 1 Standard,Zeta Group,Niket,Support Tier 1,$12.99
North America,CN-5903,API Call Bundle Standard,Alpha Corp,Daniel,API Call Bundle,$40.21
Public Sector,CN-9175,SaaS Basic Entry-Level,Gamma Sys,Heath,SaaS Basic,$31.76
North America,CN-6633,Support Tier 1 Basic,Zeta Group,Parker,Support Tier 1,$54.46
Public Sector,CN-3863,Firewall Lite Add-on,Alpha Corp,Shiva,Firewall Lite,$20.08
EMEA,CN-1650,Support Tier 1 Add-on,Alpha Corp,Steve,Support Tier 1,$44.63
EMEA,CN-3433,50GB Plan Monthly,Alpha Corp,Vashon,50GB Plan,$91.88
North America,CN-5467,SaaS Basic Basic,Gamma Sys,Niket,SaaS Basic,$81.19
EMEA,CN-8529,Support Tier 1 Monthly,Delta S.A.,Vashon,Support Tier 1,$23.33
Public Sector,CN-2506,50GB Plan Add-on,Zeta Group,Niket,50GB Plan,$12.36
APAC,CN-1707,Support Tier 1 Standard,Delta S.A.,Shiva,Support Tier 1,$18.25
APAC,CN-7913,API Call Bundle Basic,Alpha Corp,Madhu,API Call Bundle,$56.47
LATAM,CN-9425,Support Tier 1 Standard,Beta Ltd,Vashon,Support Tier 1,$86.87
APAC,CN-6712,API Call Bundle Entry-Level,Zeta Group,Shiva,API Call Bundle,$49.91
APAC,CN-6034,Support Tier 1 Add-on,Beta Ltd,Parker,Support Tier 1,$62.34
APAC,CN-4173,Support Tier 1 Add-on,Delta S.A.,Madhu,Support Tier 1,$20.94
LATAM,CN-6038,SaaS Basic Standard,Zeta Group,Rijo,SaaS Basic,$67.75
Public Sector,CN-8867,Support Tier 1 Monthly,Epsilon Inc,Shiva,Support Tier 1,$24.56
LATAM,CN-3960,SaaS Basic Standard,Delta S.A.,Abi,SaaS Basic,$62.24
Public Sector,CN-1935,SaaS Basic Basic,Zeta Group,Shiva,SaaS Basic,$88.17
Public Sector,CN-2025,Firewall Lite Entry-Level,Beta Ltd,Abi,Firewall Lite,$69.69
APAC,CN-9162,API Call Bundle Standard,Beta Ltd,Parker,API Call Bundle,$70.05
EMEA,CN-6950,Support Tier 1 Standard,Zeta Group,Parker,Support Tier 1,$68.20
North America,CN-8734,50GB Plan Add-on,Zeta Group,Daniel,50GB Plan,$29.46
APAC,CN-5664,API Call Bundle Monthly,Epsilon Inc,Heath,API Call Bundle,$26.38
Public Sector,CN-1291,API Call Bundle Standard,Alpha Corp,Rijo,API Call Bundle,$17.24
Public Sector,CN-8872,Firewall Lite Entry-Level,Beta Ltd,Abi,Firewall Lite,$56.89
North America,CN-7343,API Call Bundle Add-on,Gamma Sys,Abi,API Call Bundle,$71.86
APAC,CN-1102,50GB Plan Add-on,Epsilon Inc,Rijo,50GB Plan,$67.40
Public Sector,CN-6898,SaaS Basic Standard,Alpha Corp,Niket,SaaS Basic,$93.06
APAC,CN-8801,SaaS Basic Standard,Beta Ltd,Arthur,SaaS Basic,$94.09
LATAM,CN-2848,Support Tier 1 Add-on,Alpha Corp,Abi,Support Tier 1,$95.02
Public Sector,CN-1730,API Call Bundle Add-on,Alpha Corp,Connor,API Call Bundle,$70.58
EMEA,CN-1176,Support Tier 1 Add-on,Epsilon Inc,Shiva,Support Tier 1,$47.40
North America,CN-9762,API Call Bundle Add-on,Delta S.A.,Daniel,API Call Bundle,$47.65
Public Sector,CN-7210,SaaS Basic Standard,Gamma Sys,Arthur,SaaS Basic,$64.13
Public Sector,CN-6550,Firewall Lite Basic,Alpha Corp,Rijo,Firewall Lite,$94.36
LATAM,CN-7318,SaaS Basic Monthly,Beta Ltd,Shiva,SaaS Basic,$76.86
APAC,CN-8385,API Call Bundle Add-on,Gamma Sys,Connor,API Call Bundle,$9.91
APAC,CN-4202,SaaS Basic Entry-Level,Beta Ltd,Rijo,SaaS Basic,$99.42
APAC,CN-2504,Firewall Lite Entry-Level,Delta S.A.,Vashon,Firewall Lite,$26.94
APAC,CN-2400,SaaS Basic Entry-Level,Alpha Corp,Parker,SaaS Basic,$76.37
Public Sector,CN-9147,Firewall Lite Standard,Zeta Group,Abi,Firewall Lite,$66.42
LATAM,CN-3555,SaaS Basic Entry-Level,Epsilon Inc,Abi,SaaS Basic,$81.66
North America,CN-2952,Firewall Lite Entry-Level,Epsilon Inc,Connor,Firewall Lite,$31.20
EMEA,CN-8771,SaaS Basic Standard,Beta Ltd,Abi,SaaS Basic,$35.20
APAC,CN-2405,API Call Bundle Monthly,Delta S.A.,Shiva,API Call Bundle,$10.09
North America,CN-5100,50GB Plan Monthly,Gamma Sys,Vashon,50GB Plan,$13.50
North America,CN-6704,50GB Plan Standard,Delta S.A.,Shiva,50GB Plan,$40.16
EMEA,CN-2817,SaaS Basic Basic,Gamma Sys,Steve,SaaS Basic,$29.95
LATAM,CN-4247,Firewall Lite Standard,Delta S.A.,Heath,Firewall Lite,$59.40
APAC,CN-8075,SaaS Basic Add-on,Delta S.A.,Steve,SaaS Basic,$35.38
EMEA,CN-8995,Firewall Lite Basic,Beta Ltd,Steve,Firewall Lite,$34.87
EMEA,CN-6122,Support Tier 1 Basic,Alpha Corp,Niket,Support Tier 1,$54.35
Public Sector,CN-5897,SaaS Basic Monthly,Zeta Group,Steve,SaaS Basic,$82.12
APAC,CN-9057,API Call Bundle Basic,Gamma Sys,Abi,API Call Bundle,$98.38
North America,CN-5434,50GB Plan Monthly,Delta S.A.,Steve,50GB Plan,$80.51
EMEA,CN-4857,API Call Bundle Add-on,Epsilon Inc,Arthur,API Call Bundle,$23.21
APAC,CN-3383,Support Tier 1 Basic,Alpha Corp,Parker,Support Tier 1,$60.18
North America,CN-1044,Firewall Lite Entry-Level,Epsilon Inc,Abi,Firewall Lite,$54.87
LATAM,CN-3492,API Call Bundle Entry-Level,Gamma Sys,Daniel,API Call Bundle,$98.53
EMEA,CN-9143,Support Tier 1 Entry-Level,Delta S.A.,Shiva,Support Tier 1,$44.58
EMEA,CN-4187,SaaS Basic Standard,Zeta Group,Niket,SaaS Basic,$80.50
LATAM,CN-9565,Firewall Lite Monthly,Gamma Sys,Rijo,Firewall Lite,$22.46
APAC,CN-3161,Firewall Lite Standard,Epsilon Inc,Parker,Firewall Lite,$10.06
North America,CN-6869,Firewall Lite Monthly,Zeta Group,Madhu,Firewall Lite,$77.19
Public Sector,CN-5544,Firewall Lite Add-on,Alpha Corp,Parker,Firewall Lite,$17.85
EMEA,CN-1184,API Call Bundle Entry-Level,Alpha Corp,Parker,API Call Bundle,$73.98
APAC,CN-6635,API Call Bundle Basic,Delta S.A.,Arthur,API Call Bundle,$56.06
North America,CN-4137,Support Tier 1 Entry-Level,Delta S.A.,Abi,Support Tier 1,$60.77
LATAM,CN-9666,Support Tier 1 Monthly,Zeta Group,Shiva,Support Tier 1,$52.80
LATAM,CN-3408,API Call Bundle Standard,Gamma Sys,Connor,API Call Bundle,$55.85
LATAM,CN-6860,SaaS Basic Standard,Epsilon Inc,Abi,SaaS Basic,$63.53
EMEA,CN-1961,SaaS Basic Standard,Gamma Sys,Niket,SaaS Basic,$32.32
