index,contract_no,division,product_name,customer,sales_rep,price
6180,CNT-34858366,Central,Concrete Sand,Farrell PLC,Rijo,39.7
6181,CNT-18844506,West,#57 Stone,"Preston, Parker and Johnson",Abi,25.42
6182,CNT-78781496,East,Mason Sand,"Stewart, Lee and Ford",Vashon,45.15
6183,CNT-83126568,West,Concrete Sand,Ramirez Ltd,Abi,24.12
6184,CNT-18828188,SouthWest,ABC Stone,"Fernandez, Pham and Smith",Heath,12.95
6185,CNT-17656068,Central,ABC Stone,Miller Group,Arthur,15.42
6186,CNT-66612376,East,Mason Sand,Williams Group,Abi,28.12
6187,CNT-59577222,NorthEast,Rip Rap,"Clark, House and Spencer",Niket,27.16
6188,CNT-75172625,SouthWest,ABC Stone,Moore-Bryan,Niket,19.89
6189,CNT-73721925,SouthWest,Screenings,Bailey Group,Abi,40.03
6190,CNT-59892309,East,Surge Stone,Hammond LLC,Abi,12.71
6191,CNT-49962038,East,ABC Stone,Martin and Sons,Heath,19.38
6192,CNT-58078331,NorthEast,#67 Stone,"Marks, Hernandez and Mann",Parker,23.69
6193,CNT-31464078,SouthWest,Surge Stone,"Allison, Burnett and Forbes",Arthur,49.82
6194,CNT-85367771,East,ABC Stone,Mora-Taylor,Arthur,13.38
6195,CNT-65732192,West,#67 Stone,Rosario and Sons,Connor,21.59
6196,CNT-84271875,NorthEast,ABC Stone,"Lawson, Lee and Moore",Heath,12.06
6197,CNT-64278027,East,Surge Stone,Brewer LLC,Arthur,36.15
6198,CNT-29262836,West,Pea Gravel,Shelton-Wong,Madhu,21.46
6199,CNT-37323585,SouthWest,Mason Sand,"Hoffman, Dawson and Padilla",Shiva,30.77
6200,CNT-16109386,Central,Railroad Ballast,Simon PLC,Heath,24.26
6201,CNT-37825632,East,Railroad Ballast,"Carter, Fleming and Medina",Connor,11.21
6202,CNT-05467769,NorthEast,Mason Sand,Smith Inc,Arthur,49.64
6203,CNT-90349302,West,#4 Stone,Williams-Bowen,Connor,34.92
6204,CNT-80612533,NorthEast,Mason Sand,Reed Inc,Madhu,21.06
6205,CNT-39013325,East,Screenings,Henderson LLC,Arthur,46.72
6206,CNT-71184508,Central,Railroad Ballast,Johnson-Chandler,Steve,30.65
6207,CNT-43419334,Central,#57 Stone,Thompson Ltd,Abi,21.69
6208,CNT-86651886,West,Concrete Sand,"Buck, Rice and Smith",Madhu,13.27
6209,CNT-21594656,NorthEast,Rip Rap,"Walters, Ashley and Campbell",Arthur,14.93
6210,CNT-34749816,Central,#67 Stone,"Nichols, Fuller and White",Madhu,36.78
6211,CNT-71318459,Central,#67 Stone,"James, Stephenson and Holden",Madhu,19.41
6212,CNT-41045476,East,Surge Stone,"Anderson, Hartman and Clark",Heath,32.05
6213,CNT-34795713,SouthWest,Railroad Ballast,Edwards-Sullivan,Parker,42.4
6214,CNT-21121332,NorthEast,#57 Stone,Ramos Ltd,Steve,26.31
6215,CNT-34417174,West,Mason Sand,Ross-Rhodes,Daniel,35.89
6216,CNT-77882868,NorthEast,#67 Stone,Ward-Gonzalez,Rijo,27.54
6217,CNT-35455371,SouthWest,Mason Sand,Cobb Inc,Shiva,28.7
6218,CNT-84086642,West,Surge Stone,Jacobs Group,Niket,25.37
6219,CNT-22735376,SouthWest,Screenings,Thompson PLC,Abi,19.21
6220,CNT-97030307,East,#4 Stone,Williams-Lawson,Madhu,29.93
6221,CNT-22276374,East,#4 Stone,Stewart-Simpson,Steve,26.41
6222,CNT-17447725,NorthEast,Railroad Ballast,"Moore, Anderson and Brandt",Connor,11.13
6223,CNT-32733346,NorthEast,Concrete Sand,Wall and Sons,Steve,13.89
6224,CNT-59405635,Central,Pea Gravel,"Moon, Harmon and Griffin",Abi,15.34
6225,CNT-64059320,West,Mason Sand,Joseph Ltd,Parker,38.8
6226,CNT-15014818,East,Railroad Ballast,"Freeman, West and Johnson",Steve,15.1
6227,CNT-30069830,East,Mason Sand,Ramirez-Kelley,Madhu,28.44
6228,CNT-26109632,West,Railroad Ballast,Cox-Little,Niket,43.84
6229,CNT-14265276,West,#67 Stone,"Garcia, Rodriguez and Reyes",Abi,24.51
6230,CNT-98579586,Central,Rip Rap,Murphy Group,Parker,28.01
6231,CNT-07188765,Central,Mason Sand,Lloyd Group,Abi,44.56
6232,CNT-12507903,NorthEast,#57 Stone,Hansen and Sons,Shiva,14.16
6233,CNT-51553249,Central,Railroad Ballast,Bush Ltd,Arthur,13.79
6234,CNT-82678597,Central,Screenings,Coffey-Johnson,Rijo,40.23
6235,CNT-99284873,Central,#57 Stone,"Fletcher, Gordon and Chapman",Abi,11.95
6236,CNT-87982821,East,Rip Rap,Welch Inc,Vashon,21.34
6237,CNT-73236217,West,#4 Stone,Johnson Group,Rijo,35.49
6238,CNT-80948201,East,Concrete Sand,Rosales-Allen,Vashon,48.44
6239,CNT-20856723,SouthWest,#67 Stone,Wong LLC,Arthur,45.05
6240,CNT-19606829,West,ABC Stone,Becker Inc,Vashon,30.5
6241,CNT-06798497,SouthWest,ABC Stone,Hampton Ltd,Abi,43.84
6242,CNT-51310530,West,Pea Gravel,"Wright, Daniel and Peters",Arthur,28.08
6243,CNT-16882658,NorthEast,Railroad Ballast,"Anderson, Knox and Smith",Shiva,25.65
6244,CNT-16671240,Central,Pea Gravel,Stewart-Romero,Daniel,48.89
6245,CNT-86668738,West,#4 Stone,Clayton Ltd,Steve,16.15
6246,CNT-40528430,NorthEast,Railroad Ballast,"Shaw, Hoffman and Martinez",Arthur,42.99
6247,CNT-21451433,NorthEast,Screenings,Russell-Mathis,Connor,29.01
6248,CNT-69480283,East,#4 Stone,Miller-Pratt,Arthur,22.58
6249,CNT-09041584,NorthEast,Railroad Ballast,Elliott LLC,Heath,20.01
6250,CNT-86160177,West,Concrete Sand,Moreno-Gardner,Heath,38.72
6251,CNT-95078518,East,Concrete Sand,"Allen, Glover and Gardner",Steve,22.71
6252,CNT-88739264,West,Railroad Ballast,"Barnes, Diaz and Davis",Rijo,27.61
6253,CNT-56261089,NorthEast,Mason Sand,"Brown, Cox and Santos",Vashon,25.86
6254,CNT-96370700,West,Mason Sand,"Adams, Meza and Williams",Abi,23.46
6255,CNT-38099094,NorthEast,Railroad Ballast,Crawford Ltd,Arthur,25.67
6256,CNT-13113034,Central,Surge Stone,"Long, Greene and Stark",Connor,17.34
6257,CNT-29111956,West,Railroad Ballast,"Kelley, Thomas and Mejia",Parker,35.19
6258,CNT-60826929,SouthWest,Railroad Ballast,"Martinez, Ward and Coffey",Niket,15.55
6259,CNT-76640625,West,Surge Stone,Robertson-Smith,Connor,42.03
6260,CNT-73836229,West,Mason Sand,"Wiley, Hull and Wise",Connor,49.52
6261,CNT-24248277,Central,Pea Gravel,"Ellis, Copeland and Wilkerson",Rijo,37.24
6262,CNT-17167122,NorthEast,Pea Gravel,Lopez-Durham,Heath,48.98
6263,CNT-84750098,SouthWest,Rip Rap,"Jones, Burns and Pace",Daniel,41.86
6264,CNT-96057893,SouthWest,Pea Gravel,"Howard, Potter and Smith",Madhu,35.05
6265,CNT-67423226,West,Rip Rap,"Weaver, Brady and Schultz",Arthur,46.07
6266,CNT-91376432,NorthEast,Pea Gravel,Myers-Valdez,Rijo,21.33
6267,CNT-48450903,West,Railroad Ballast,"Herrera, Thomas and Houston",Daniel,39.26
6268,CNT-75192183,East,#4 Stone,Hansen-Le,Rijo,44.03
6269,CNT-31108304,Central,#57 Stone,"Pacheco, Jacobs and Reed",Shiva,32.28
6270,CNT-81118699,East,Pea Gravel,Davis Ltd,Abi,35.03
6271,CNT-61091041,Central,#67 Stone,Jones Inc,Parker,35.97
6272,CNT-93084714,Central,#57 Stone,"King, Villarreal and West",Abi,38.7
6273,CNT-54526281,Central,ABC Stone,"Ortiz, Martinez and Barber",Daniel,42.58
6274,CNT-32688814,West,ABC Stone,Torres LLC,Niket,47.92
6275,CNT-78591341,East,#67 Stone,Espinoza-Chase,Heath,16.49
6276,CNT-73792491,NorthEast,Pea Gravel,Freeman PLC,Steve,41.03
6277,CNT-63638902,NorthEast,#67 Stone,"Chavez, Gonzales and Goodwin",Shiva,28.21
6278,CNT-57596382,SouthWest,#4 Stone,Gutierrez PLC,Parker,38.36
6279,CNT-57491371,Central,Mason Sand,"Brown, Richardson and Diaz",Niket,25.13
6280,CNT-03525726,West,Surge Stone,"Snyder, Howard and Medina",Abi,31.15
6281,CNT-98361371,West,ABC Stone,Johnson-Shea,Vashon,19.11
6282,CNT-53205686,SouthWest,#4 Stone,Reyes Ltd,Daniel,30.2
6283,CNT-11215870,East,Rip Rap,"Strickland, Larson and Moreno",Vashon,35.87
6284,CNT-26428693,West,ABC Stone,Garcia Ltd,Vashon,18.62
6285,CNT-04824630,NorthEast,Screenings,"Young, Krause and Lee",Heath,40.76
6286,CNT-88312389,Central,#57 Stone,White-Hatfield,Madhu,23.68
6287,CNT-56151643,East,Rip Rap,"Johnson, Fields and Vaughan",Shiva,22.67
6288,CNT-72171397,NorthEast,Surge Stone,"Benson, Martin and Cook",Parker,24.23
6289,CNT-03328665,SouthWest,Mason Sand,Floyd LLC,Connor,31.88
6290,CNT-65454285,West,Mason Sand,Stephens-King,Arthur,12.91
6291,CNT-19952122,SouthWest,#57 Stone,"Jones, Johnson and Avila",Parker,14.44
6292,CNT-53228615,West,ABC Stone,Winters PLC,Rijo,27.21
6293,CNT-59308765,SouthWest,#4 Stone,"Mccall, Gomez and Dunlap",Rijo,35.06
6294,CNT-50027271,Central,Screenings,"Douglas, Ross and Blackwell",Arthur,10.54
6295,CNT-34777763,SouthWest,Mason Sand,Flores Group,Vashon,44.55
6296,CNT-79761651,SouthWest,#57 Stone,Morris Ltd,Rijo,19.25
6297,CNT-97886260,Central,Rip Rap,"Garner, Torres and Weber",Heath,10.42
6298,CNT-34438522,SouthWest,Rip Rap,"Martinez, Nelson and Day",Vashon,39.73
6299,CNT-93381247,SouthWest,Concrete Sand,Fowler-Kennedy,Vashon,32.54
6300,CNT-03246075,East,Surge Stone,Martinez-Frazier,Vashon,35.32
6301,CNT-55725887,Central,ABC Stone,Robinson-Lara,Daniel,23.84
6302,CNT-23205863,SouthWest,#4 Stone,Perkins LLC,Rijo,42.59
6303,CNT-16148756,East,ABC Stone,Silva-Sullivan,Steve,16.54
6304,CNT-47188276,East,Railroad Ballast,"Higgins, Sutton and Mack",Shiva,21.59
6305,CNT-81149307,West,Screenings,Cruz PLC,Shiva,10.71
6306,CNT-79963303,West,Screenings,Stevens-Gonzalez,Madhu,37.7
6307,CNT-71865993,NorthEast,Railroad Ballast,Lambert-Massey,Niket,16.15
6308,CNT-78013517,SouthWest,Rip Rap,Williams LLC,Parker,26.86
6309,CNT-30364700,SouthWest,Railroad Ballast,Johnson-Owens,Niket,19.28
6310,CNT-64523726,SouthWest,#4 Stone,"Higgins, Lee and Thomas",Daniel,30.02
6311,CNT-09961833,East,#57 Stone,Martinez Group,Parker,16.45
6312,CNT-18907971,East,Rip Rap,"Hunt, Quinn and Reese",Connor,46.08
6313,CNT-56841163,SouthWest,Mason Sand,Perez Ltd,Steve,21.89
6314,CNT-67035255,NorthEast,Screenings,Young LLC,Vashon,32.29
6315,CNT-65846554,NorthEast,Surge Stone,Ball-Clark,Madhu,27.97
6316,CNT-39757646,Central,ABC Stone,French-Marsh,Heath,28.35
6317,CNT-12733230,SouthWest,ABC Stone,Holland-Robertson,Madhu,48.12
6318,CNT-43926000,East,ABC Stone,Weber-Austin,Abi,19.28
6319,CNT-24902759,East,Railroad Ballast,"Lewis, Castillo and Hernandez",Arthur,22.2
6320,CNT-92508500,East,Concrete Sand,Lewis-Bates,Connor,32.48
6321,CNT-78195566,Central,Mason Sand,Jackson-Lowe,Niket,38.21
6322,CNT-42187070,SouthWest,Rip Rap,"Silva, Smith and Baker",Daniel,18.52
6323,CNT-78905792,West,Concrete Sand,Potter-Powell,Rijo,40.58
6324,CNT-13959433,East,Rip Rap,"Knight, Jones and Wilson",Abi,16.52
6325,CNT-07573710,East,Rip Rap,Martin Inc,Rijo,19.85
6326,CNT-54530412,West,Surge Stone,"Edwards, Brewer and Patel",Vashon,35.08
6327,CNT-52898607,Central,ABC Stone,"Sharp, Campbell and Parker",Daniel,14.28
6328,CNT-01063850,East,Mason Sand,"Shaffer, Collins and Berry",Steve,20.81
6329,CNT-93366372,East,ABC Stone,Graves Inc,Arthur,14.62
6330,CNT-59808089,SouthWest,#67 Stone,Cherry-Hicks,Steve,41.47
6331,CNT-12301430,East,Pea Gravel,Randolph-Waters,Connor,41.19
6332,CNT-81657807,West,Mason Sand,"Perez, Rice and Long",Steve,25.58
6333,CNT-71208674,SouthWest,Pea Gravel,Moran Group,Heath,10.89
6334,CNT-36222722,NorthEast,Pea Gravel,"Brown, Neal and Sanders",Niket,48.2
6335,CNT-58515719,NorthEast,Concrete Sand,"Armstrong, Watson and Wagner",Steve,27.56
6336,CNT-70582803,NorthEast,Railroad Ballast,Powell-Tyler,Niket,47.32
6337,CNT-04239527,SouthWest,#57 Stone,Rojas and Sons,Shiva,22.92
6338,CNT-53687884,Central,#67 Stone,Schaefer and Sons,Madhu,31.27
6339,CNT-90946351,SouthWest,Mason Sand,"Davis, Mullins and Smith",Connor,22.49
6340,CNT-24658278,Central,Pea Gravel,Price PLC,Steve,15.28
6341,CNT-15585534,East,#4 Stone,"Sims, Nelson and Maldonado",Madhu,13.95
6342,CNT-68504708,NorthEast,Pea Gravel,Nguyen Ltd,Shiva,30.47
6343,CNT-01119746,SouthWest,Pea Gravel,Webb LLC,Madhu,32.03
6344,CNT-49169991,West,Surge Stone,Holt Inc,Parker,41.06
6345,CNT-91272927,SouthWest,#67 Stone,Douglas-Rodriguez,Daniel,11.51
6346,CNT-55063734,NorthEast,#57 Stone,"Lam, West and Johnston",Shiva,42.24
6347,CNT-70664211,East,Surge Stone,"Barron, Rogers and Mckee",Arthur,26.08
6348,CNT-06801046,Central,Pea Gravel,"Nash, Williams and Cruz",Steve,17.77
6349,CNT-10118353,NorthEast,Railroad Ballast,Simmons Ltd,Rijo,37.51
6350,CNT-65367102,NorthEast,Screenings,Walker-Nelson,Arthur,23.68
6351,CNT-73501610,West,Screenings,Parsons Inc,Abi,23.18
6352,CNT-72542598,Central,#57 Stone,Rhodes Ltd,Heath,16.69
6353,CNT-62269734,West,#57 Stone,Hansen-Fuentes,Heath,41.0
6354,CNT-35041980,Central,Concrete Sand,"Garrison, Wiley and Green",Steve,47.44
6355,CNT-07779991,Central,Screenings,"Terry, Mason and Brown",Madhu,42.93
6356,CNT-93852626,East,#57 Stone,Smith-Hancock,Connor,13.43
6357,CNT-53291709,SouthWest,Rip Rap,"Sims, Jones and Fox",Abi,14.89
6358,CNT-34404176,East,#67 Stone,Vincent PLC,Daniel,49.3
6359,CNT-56242835,West,Mason Sand,Taylor LLC,Madhu,18.32
6360,CNT-55583062,SouthWest,Screenings,Nixon-Lewis,Vashon,12.04
6361,CNT-46411958,NorthEast,Screenings,"Sanchez, Haynes and Allen",Steve,28.92
6362,CNT-58667013,Central,Concrete Sand,Pham-Marsh,Rijo,37.68
6363,CNT-90844551,Central,Concrete Sand,"Henderson, Hernandez and Wagner",Heath,37.72
6364,CNT-91109324,West,Railroad Ballast,"Nichols, Martinez and Jordan",Rijo,36.6
6365,CNT-55669202,East,Surge Stone,"Rodgers, Copeland and Holt",Heath,49.58
6366,CNT-86107229,West,Railroad Ballast,Ellis-Chavez,Rijo,34.43
6367,CNT-85097859,Central,ABC Stone,Jenkins-Gonzalez,Madhu,31.99
6368,CNT-22206981,East,Rip Rap,"Medina, Turner and Smith",Rijo,48.3
6369,CNT-63995892,SouthWest,Mason Sand,Sanchez-Kaufman,Heath,24.13
6370,CNT-69373023,SouthWest,Concrete Sand,Stevens Group,Niket,31.44
6371,CNT-02974367,SouthWest,#57 Stone,"Kelly, Williams and Small",Rijo,36.36
6372,CNT-39292830,West,Rip Rap,Rosario LLC,Arthur,11.0
6373,CNT-40259027,Central,#57 Stone,"Green, Jennings and Hernandez",Daniel,13.75
6374,CNT-50851346,Central,ABC Stone,"Reyes, Miles and Byrd",Shiva,42.04
6375,CNT-93266361,Central,Screenings,"Doyle, Pittman and Jones",Steve,36.71
6376,CNT-48682042,Central,Concrete Sand,"Osborne, Munoz and Villanueva",Heath,42.5
6377,CNT-65169985,NorthEast,#57 Stone,Weaver LLC,Connor,44.62
6378,CNT-62922550,West,Rip Rap,Spence-Martinez,Heath,15.52
6379,CNT-10688226,SouthWest,Railroad Ballast,"Kemp, Garcia and Dennis",Heath,46.68
6380,CNT-48305047,SouthWest,ABC Stone,Garcia Ltd,Shiva,14.48
6381,CNT-50647638,West,#4 Stone,Evans Group,Heath,13.65
6382,CNT-59007527,West,#4 Stone,"Marks, Gross and Barrett",Shiva,17.09
6383,CNT-68221191,NorthEast,Mason Sand,"Rogers, Sims and Garcia",Daniel,22.17
6384,CNT-14510824,West,Railroad Ballast,Wright Group,Madhu,33.51
6385,CNT-62891051,East,Pea Gravel,"White, Chen and Flowers",Madhu,14.47
6386,CNT-65774417,NorthEast,Concrete Sand,"Robertson, Sullivan and Ferguson",Vashon,42.38
6387,CNT-67420383,SouthWest,Concrete Sand,Garrison Group,Connor,23.38
6388,CNT-06335609,NorthEast,Railroad Ballast,"Copeland, Rivera and Fuller",Abi,24.52
6389,CNT-53048524,SouthWest,#4 Stone,Saunders and Sons,Shiva,34.12
6390,CNT-09403634,East,Pea Gravel,"Joseph, Clark and Blair",Arthur,42.37
6391,CNT-71719774,SouthWest,Rip Rap,Moreno-Black,Parker,37.34
6392,CNT-53813411,Central,Rip Rap,"Summers, Montgomery and Patterson",Steve,43.69
6393,CNT-49047975,Central,Screenings,"Johnson, Thompson and Randolph",Heath,24.83
6394,CNT-70805238,Central,Screenings,Fitzgerald LLC,Steve,48.54
6395,CNT-43366692,Central,#67 Stone,Jones Inc,Rijo,26.56
6396,CNT-57897748,Central,#67 Stone,"Calderon, Johnson and Turner",Daniel,13.58
6397,CNT-45873405,NorthEast,Screenings,Thomas and Sons,Heath,42.86
6398,CNT-85899148,SouthWest,Mason Sand,Anderson PLC,Vashon,40.26
6399,CNT-57514816,SouthWest,#4 Stone,Oliver-Wilson,Shiva,35.6
6400,CNT-87009827,SouthWest,Pea Gravel,Reese Ltd,Heath,32.77
6401,CNT-46793799,SouthWest,Railroad Ballast,Skinner-Carter,Steve,32.89
6402,CNT-51398477,SouthWest,#57 Stone,"Cooke, Mitchell and Parker",Rijo,44.61
6403,CNT-72446396,SouthWest,ABC Stone,Myers PLC,Niket,41.61
6404,CNT-16239906,NorthEast,Mason Sand,Johnston-Robbins,Daniel,38.1
6405,CNT-35792964,East,Mason Sand,Barry Inc,Niket,44.45
6406,CNT-74068386,Central,Surge Stone,Jones-Bush,Shiva,22.18
6407,CNT-69484546,West,#67 Stone,Williams-Smith,Madhu,43.51
6408,CNT-48473250,East,Rip Rap,Robinson-Harris,Shiva,10.18
6409,CNT-87379273,Central,Mason Sand,Frazier PLC,Shiva,25.41
6410,CNT-65653186,West,#57 Stone,Shah-Rogers,Rijo,41.56
6411,CNT-65690878,NorthEast,#4 Stone,Olson-Walls,Abi,19.2
6412,CNT-16199717,NorthEast,#57 Stone,Gardner-Young,Niket,34.51
6413,CNT-69168843,SouthWest,#67 Stone,Lam-Mitchell,Rijo,19.6
6414,CNT-50585912,East,ABC Stone,Wright and Sons,Steve,17.22
6415,CNT-07255184,SouthWest,Concrete Sand,Farley LLC,Abi,27.21
6416,CNT-38633407,Central,Pea Gravel,Miller and Sons,Arthur,47.0
6417,CNT-44198543,West,#57 Stone,Chavez-Mills,Daniel,47.62
6418,CNT-95331328,Central,Mason Sand,Davis-Barrera,Rijo,29.44
6419,CNT-30007868,Central,Concrete Sand,Gonzalez-Tucker,Madhu,22.78
6420,CNT-39846110,Central,Railroad Ballast,"Avery, Cooper and Roberts",Connor,35.66
6421,CNT-76659112,Central,#57 Stone,Stein Inc,Niket,23.14
6422,CNT-36670560,NorthEast,#67 Stone,"Gates, Berger and Smith",Parker,18.41
6423,CNT-98154682,NorthEast,Surge Stone,"Wilson, Davis and Davis",Madhu,18.84
6424,CNT-76394536,SouthWest,Pea Gravel,Nguyen-Singh,Madhu,44.19
6425,CNT-53362467,Central,Pea Gravel,Kramer-Mccormick,Daniel,14.31
6426,CNT-40367873,NorthEast,Rip Rap,Huffman Group,Vashon,39.66
6427,CNT-47111679,Central,Screenings,"Johnson, Allen and Campbell",Heath,28.95
6428,CNT-34545565,NorthEast,#57 Stone,Baker PLC,Arthur,17.67
6429,CNT-74137304,West,Railroad Ballast,Davis PLC,Daniel,31.92
6430,CNT-04050967,NorthEast,Rip Rap,"Luna, Clark and Newman",Rijo,27.02
6431,CNT-26753980,Central,Screenings,"Russell, Hughes and Burton",Vashon,32.54
6432,CNT-04313973,Central,Railroad Ballast,"Walker, Pearson and Moore",Steve,25.03
6433,CNT-07050405,NorthEast,Surge Stone,Nichols LLC,Rijo,27.97
6434,CNT-77811460,Central,Railroad Ballast,Mills-Bell,Parker,36.43
6435,CNT-51942663,Central,ABC Stone,Hunt Ltd,Steve,25.42
6436,CNT-83774953,SouthWest,Mason Sand,Morris-Hughes,Steve,15.51
6437,CNT-01841156,SouthWest,Rip Rap,Martinez-Clark,Madhu,31.14
6438,CNT-13022369,SouthWest,Rip Rap,Mitchell Ltd,Connor,35.44
6439,CNT-84961522,West,#4 Stone,Taylor Ltd,Parker,12.18
6440,CNT-19692567,Central,Mason Sand,"Rosales, Williams and May",Shiva,10.29
6441,CNT-32911974,SouthWest,Pea Gravel,Chase and Sons,Niket,18.59
6442,CNT-58668631,SouthWest,ABC Stone,Cole-Rogers,Rijo,43.34
6443,CNT-01324656,West,Surge Stone,Doyle-Thompson,Heath,21.57
6444,CNT-83736438,West,Screenings,"Fuentes, Vasquez and Ward",Parker,15.9
6445,CNT-62764848,West,Surge Stone,"Mckenzie, Peterson and Shaw",Abi,32.99
6446,CNT-73129480,West,#67 Stone,Whitehead LLC,Madhu,39.19
6447,CNT-07678048,SouthWest,Pea Gravel,James-Boyle,Heath,37.2
6448,CNT-17563199,East,Pea Gravel,Lowe-Walters,Steve,28.53
6449,CNT-12141023,Central,#4 Stone,Jacobs-Rivera,Arthur,49.37
6450,CNT-73233742,East,Rip Rap,Thomas and Sons,Madhu,45.82
6451,CNT-51512182,East,Rip Rap,"Adams, Davis and Tucker",Abi,14.66
6452,CNT-39317860,SouthWest,Rip Rap,Duran PLC,Daniel,29.44
6453,CNT-25579888,SouthWest,#4 Stone,Vazquez-Stewart,Parker,27.18
6454,CNT-40397191,Central,Rip Rap,"Rodriguez, Carr and Baker",Abi,23.85
6455,CNT-44431726,West,Rip Rap,Dixon-Coleman,Daniel,31.15
6456,CNT-57820435,Central,Concrete Sand,"Johnson, Shannon and Patton",Connor,44.35
6457,CNT-40045611,East,Concrete Sand,"Dunlap, Anderson and Harper",Vashon,13.4
6458,CNT-44879013,East,#67 Stone,Caldwell Ltd,Steve,12.14
6459,CNT-28356658,Central,Railroad Ballast,Schultz-Mejia,Parker,29.97
6460,CNT-20110427,West,Pea Gravel,"Wong, Rodriguez and Tucker",Steve,46.94
6461,CNT-92444691,East,Railroad Ballast,"Ramirez, Marsh and Jones",Parker,30.06
6462,CNT-30492755,East,#4 Stone,Martinez-Wiggins,Heath,34.07
6463,CNT-02573234,Central,Rip Rap,"Dalton, Rodgers and Morris",Niket,36.5
6464,CNT-81526981,SouthWest,#4 Stone,"Robinson, Dodson and Crosby",Parker,10.78
6465,CNT-00928496,NorthEast,Rip Rap,"Cunningham, Walter and King",Shiva,22.02
6466,CNT-34786624,Central,#4 Stone,Barker PLC,Daniel,33.53
6467,CNT-87459255,NorthEast,Railroad Ballast,Rodriguez Ltd,Abi,27.76
6468,CNT-88680103,West,Railroad Ballast,Johnson Group,Heath,43.54
6469,CNT-58543343,East,#57 Stone,Simpson LLC,Arthur,40.09
6470,CNT-50399521,West,#4 Stone,"Miller, Hale and Patterson",Niket,42.75
6471,CNT-90513891,NorthEast,#57 Stone,"Brady, Cannon and Vang",Niket,26.41
6472,CNT-77563158,West,#67 Stone,"Garcia, Wood and Brown",Steve,18.02
6473,CNT-97464492,NorthEast,Mason Sand,Lindsey-Allison,Steve,16.32
6474,CNT-33059231,West,Railroad Ballast,"Miller, Fisher and Perry",Vashon,24.67
6475,CNT-37043909,SouthWest,ABC Stone,"White, Ramirez and Stevens",Heath,29.23
6476,CNT-45750545,East,Screenings,Padilla-Jacobson,Connor,36.5
6477,CNT-56442393,SouthWest,Rip Rap,Lucas-Mullins,Vashon,33.82
6478,CNT-96783187,West,ABC Stone,"Wells, Webb and Norris",Connor,13.52
6479,CNT-69062666,NorthEast,Surge Stone,Hudson and Sons,Heath,36.76
6480,CNT-65294802,SouthWest,#4 Stone,House and Sons,Abi,33.9
6481,CNT-10055122,West,Railroad Ballast,Rangel-Moore,Abi,20.46
6482,CNT-76259519,NorthEast,#57 Stone,Morrison-Glenn,Arthur,37.52
6483,CNT-88134470,East,Rip Rap,"Oliver, Wright and Torres",Heath,40.37
6484,CNT-77956957,SouthWest,#4 Stone,Johnson-Todd,Abi,32.06
6485,CNT-51481142,NorthEast,Railroad Ballast,Wilson-Pope,Rijo,38.87
6486,CNT-61911353,Central,ABC Stone,Conley-Bradshaw,Shiva,27.83
6487,CNT-35318634,NorthEast,#4 Stone,Adams-Pearson,Rijo,43.3
6488,CNT-52186543,Central,ABC Stone,Murray-Ryan,Niket,20.14
6489,CNT-26544072,West,ABC Stone,"Church, Armstrong and Chang",Heath,46.51
6490,CNT-54041962,SouthWest,Railroad Ballast,Burns LLC,Abi,31.71
6491,CNT-23957690,West,#4 Stone,Perry-Robinson,Vashon,11.86
6492,CNT-26324829,Central,Concrete Sand,Carrillo-Bradford,Arthur,13.54
6493,CNT-33659598,NorthEast,Surge Stone,Sanchez-Vance,Abi,23.97
6494,CNT-98471279,Central,Railroad Ballast,Heath-Walters,Abi,36.01
6495,CNT-48372933,Central,Rip Rap,Wallace-Miller,Madhu,32.22
6496,CNT-57184057,SouthWest,Screenings,"Dorsey, Callahan and Ball",Connor,22.72
6497,CNT-70727581,SouthWest,Rip Rap,Webster Group,Rijo,29.14
6498,CNT-65432807,SouthWest,Mason Sand,Torres-Holmes,Connor,37.44
6499,CNT-42134294,West,Surge Stone,"Thompson, Smith and Chavez",Vashon,44.19
6500,CNT-09495346,NorthEast,#67 Stone,Newman Ltd,Vashon,44.78
6501,CNT-31630323,Central,ABC Stone,Savage and Sons,Rijo,49.71
6502,CNT-44604320,West,Railroad Ballast,Keller-Maldonado,Abi,38.26
6503,CNT-54254946,Central,ABC Stone,Lewis-Adams,Rijo,30.12
6504,CNT-95466756,West,#4 Stone,Chavez and Sons,Shiva,45.07
6505,CNT-65162139,SouthWest,Surge Stone,Mueller LLC,Shiva,29.47
6506,CNT-35300867,West,Concrete Sand,Dyer-Morris,Arthur,24.15
6507,CNT-21003552,NorthEast,#57 Stone,Berg Group,Shiva,42.56
6508,CNT-25001019,Central,Pea Gravel,"Scott, Gibbs and Castro",Rijo,25.79
6509,CNT-82970212,NorthEast,#57 Stone,Reeves-Durham,Niket,28.52
